DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
,19-00,11.6,47,0.97,915.984677277955,0,1,67,84,,,,,,,,
,20-00,11.7,44,0.97,864.909963064364,0,1,67,84,,,,,,,,
,21-00,11.8,40,0.97,793.002141737335,0,1,67,84,,,,,,,,
,22-00,11.7,36,0.97,707.653606143571,0,1,60,87,,,,,,,,
,23-00,11.7,30,0.97,589.711338452976,0,1,60,87,,,,,,,,
,24-00,11.7,102,0.97,2005.01855074012,0,1,60,87,,,,,,,,
01/16/2021,01-00,11.6,102,0.97,1987.88164005003,0,1,63,87,,,,,,,,
,02-00,11.6,102,0.97,1987.88164005003,0,1,63,87,,,,,,,,
,03-00,11.6,110,0.97,2143.79392554415,0,1,63,87,,,,,,,,
,04-00,11.6,118,0.97,2299.70621103827,0,1,78,48,,,,,,,,
,05-00,11.5,124,0.97,2395.80731804542,0,1,78,48,,,,,,,,
,06-00,11.4,190,0.97,3639.07338771836,0,1,78,48,,,,,,,,
,07-00,11.6,231,0.97,4501.96724364272,0,1,86,25,,,,,,,,
,08-00,11.1,276,0.97,5147.12152844597,0,1,86,25,,,,,,,,
,09-00,11.1,287,0.97,5352.26042994201,0,1,86,25,,,,,,,,
,10-00,11.2,273,0.97,5137.04099274592,0,1,83,39,,,,,,,,
,11-00,11.3,152,0.97,2885.72135306789,0,1,83,39,,,,,,,,
,12-00,11.5,244,0.97,4714.33052905712,0,1,83,39,1,,,,,,,
,13-00,11.4,238,0.97,4558.418243563,0,1,72,62,,,,,,,,
,14-00,11.4,267,0.97,5113.8557606358,0,1,72,62,,,,,,,,
,15-00,11.3,243,0.97,4613.35716312828,0,1,72,62,,,1,,,,,
,16-00,11.2,265,0.97,4986.5049929585,0,1,64,80,,,,,,,,
,17-00,11.5,232,0.97,4482.47820795595,0,1,64,80,,,,,,,,
,18-00,11.8,179,0.97,3548.68458427457,0,1,64,80,,,,,,,,
,19-00,11.8,51,0.97,1011.0777307151,0,1,65,86,,,,,,,,
,20-00,11.8,45,0.97,892.127409454502,0,1,65,86,,,,,,,,
,21-00,11.8,40,0.97,793.002141737335,0,1,65,86,,,,,,,,
,22-00,11.8,36,0.97,713.701927563601,0,1,63,87,,,,,,,,
,23-00,11.8,30,0.97,594.751606303001,0,1,63,87,,,,,,,,
,24-00,11.8,29,0.97,574.926552759568,0,1,63,87,,,,,,,,
01/17/2021,01-00,11.8,109,0.97,2160.93083623424,1,1,67,88,,,,,,,,
,02-00,11.8,108,0.97,2141.1057826908,1,1,67,88,,,,,,,,
,03-00,11.7,108,0.97,2122.96081843071,1,1,67,88,,,,,,,,
,04-00,11.8,118,0.97,2339.35631812514,1,1,79,50,,,,,,,,
,05-00,11.3,154,0.97,2923.69137087142,1,1,79,50,,,,,,,,
,06-00,11.7,175,0.97,3439.98280764236,1,1,79,50,,,,,,,,
,07-00,11.7,224,0.97,4403.17799378222,1,1,86,30,,,,,,,,
,08-00,11.4,257,0.97,4922.32558233484,1,1,86,30,,,,,,,,
,09-00,11.4,257,0.97,4922.32558233484,1,1,86,30,,,,,,,,
,10-00,11.6,267,0.97,5203.57252836626,1,1,82,35,,,,,,,,
,11-00,11.6,246,0.97,4794.30277894419,1,1,82,35,,,,,,,,
,12-00,11.8,240,0.97,4758.01285042401,1,1,82,35,,,,,,,,
,13-00,11.9,236,0.97,4718.36274333714,1,1,73,63,,,,,,,,
,14-00,11.3,229,0.97,4347.5670385036,1,1,73,63,,,,,,,,
,15-00,11.3,225,0.97,4271.62700289656,1,1,73,63,,,,,,,,
,16-00,11.4,213,0.97,4079.59279781059,1,1,69,79,,,,,,,,
,17-00,11.6,204,0.97,3975.76328010006,1,1,69,79,,,,,,,,
,18-00,11.6,50,0.97,974.45178433825,1,1,69,79,,,,,,,,
,19-00,11.6,48,0.97,935.47371296472,1,1,66,84,,,,,,,,
,20-00,11.6,45,0.97,877.006605904425,1,1,66,84,,,,,,,,
,21-00,11.7,42,0.97,825.595873834166,1,1,66,84,,,,,,,,
,22-00,11.7,40,0.97,786.281784603967,1,1,63,86,,,,,,,,
,23-00,11.7,36,0.97,707.653606143571,1,1,63,86,,,,,,,,
,24-00,11.7,30,0.97,589.711338452976,1,1,63,86,,,,,,,,
01/18/2021,01-00,11.7,110,0.97,2162.27490766091,0,1,67,90,,,,,,,,
,02-00,11.7,110,0.97,2162.27490766091,0,1,67,90,,,,,,,,
,03-00,11.7,115,0.97,2260.56013073641,0,1,67,90,,,,,,,,
,04-00,11.5,122,0.97,2357.16526452856,0,1,76,51,,,,,,,,
,05-00,11.4,128,0.97,2451.58628225237,0,1,76,51,,,,,,,,
,06-00,11.5,179,0.97,3458.46378975912,0,1,76,51,,,,,,,,
,07-00,11.3,230,0.97,4366.55204740537,0,1,78,38,,,,,,,,
,08-00,11.2,265,0.97,4986.5049929585,0,1,78,38,,,,,,,,
,09-00,11.4,270,0.97,5171.31481412609,0,1,78,38,,,,,,,,
,10-00,11.6,272,0.97,5301.01770680008,0,1,77,37,,,,,,,,
,11-00,11.6,261,0.97,5086.63831424567,0,1,77,37,,,,,,,,
,12-00,11.5,241,0.97,4656.36744878183,0,1,77,37,,,,,,,,
,13-00,11.5,241,0.97,4656.36744878183,0,1,69,71,,,,,,,,
,14-00,11.6,210,0.97,4092.69749422065,0,1,69,71,,,,,,,,
,15-00,11.4,202,0.97,3868.90960167952,0,1,69,71,,,,,,,,
,16-00,11.4,202,0.97,3868.90960167952,0,1,65,82,,,,,,,,
,17-00,11.6,197,0.97,3839.34003029271,0,1,65,82,,,,,,,,
,18-00,11.7,38,0.97,746.967695373769,0,1,65,82,,,,,,,,
,19-00,11.6,47,0.97,915.984677277955,0,1,66,86,,,,,,,,
,20-00,11.6,42,0.97,818.53949884413,0,1,66,86,,,,,,,,
,21-00,11.8,39,0.97,773.177088193901,0,1,66,86,,,,,,,,
,22-00,11.8,33,0.97,654.226766933301,0,1,62,91,,,,,,,,
,23-00,11.8,30,0.97,594.751606303001,0,1,62,91,,,,,,,,
,24-00,11.7,108,0.97,2122.96081843071,0,1,62,91,,,,,,,,
01/19/2021,01-00,11.7,108,0.99,2166.73320643959,0,1,67,92,,,,,,,,
,02-00,11.7,108,0.99,2166.73320643959,0,1,67,92,,,,,,,,
,03-00,11.7,108,0.99,2166.73320643959,0,1,67,92,,,,,,,,
,04-00,11.6,108,0.99,2148.21411920507,0,1,77,55,,,,,,,,
,05-00,11.4,120,0.99,2345.75104970668,0,1,77,55,,,,,,,,
,06-00,11.2,146,0.99,2803.92698573126,0,1,77,55,,,,,,,,
,07-00,11.2,174,0.99,3341.66640765233,0,1,82,35,,,,,,,,
,08-00,11.3,255,0.99,4940.99535798962,0,1,82,35,,,,,,,,
,09-00,11.3,286,0.99,5541.66538190209,0,1,82,35,,,,,,,,
,10-00,11.8,269,0.99,5442.89691665128,0,1,81,35,,,,,,,,
,11-00,11.7,246,0.99,4935.33674800129,0,1,81,35,,,,,,,,
,12-00,11.5,238,0.99,4693.21682971286,0,1,81,35,,,,,,,,
,13-00,11.4,237,0.99,4632.8583231707,0,1,73,68,,,,,,,,
,14-00,11.4,223,0.99,4359.18736737158,0,1,73,68,,,,,,,,
,15-00,11.7,231,0.99,4634.40158044024,0,1,73,68,,,,,,,,
,16-00,11.8,198,0.99,4006.29587173589,0,1,68,81,,,,,,,,
,17-00,11.7,184,0.99,3691.47138874894,0,1,68,81,,,,,,,,
,18-00,11.8,38,0.99,768.885066292746,0,1,68,81,,,,,,,,
,19-00,11.8,45,0.99,910.521789030883,0,1,64,87,,,,,,,,
,20-00,11.8,43,0.99,870.054153962844,0,1,64,87,,,,,,,,
,21-00,11.8,39,0.99,789.118883826765,0,1,64,87,,,,,,,,
,22-00,11.8,33,0.99,667.715978622648,0,1,65,90,,,,,,,,
,23-00,11.8,32,0.99,647.482161088628,0,1,65,90,,,,,,,,
,24-00,11.7,109,0.99,2186.79555094366,0,1,65,90,,,,,,,,
01/20/2021,01-00,11.7,109,0.97,2142.61786304581,0,1,66,92,,,,,,,,
,02-00,11.7,109,0.97,2142.61786304581,0,1,66,92,,,,,,,,
,03-00,11.7,109,0.97,2142.61786304581,0,1,66,92,,,,,,,,
,04-00,11.5,126,0.97,2434.44937156228,0,1,80,40,,,,,,,,
,05-00,11.4,158,0.97,3026.17681715527,0,1,80,40,,,,,,,,
,06-00,11.5,165,0.97,3187.96941514109,0,1,80,40,,,,,,,,
,07-00,11.6,221,0.97,4307.07688677507,0,1,86,26,,,,,,,,
,08-00,11.2,266,0.97,5005.32199293192,0,1,86,26,,,,,,,,
,09-00,11.2,262,0.97,4930.05399303821,0,1,86,26,,,,,,,,
,10-00,11.4,250,0.97,4788.25445752416,0,1,83,28,,,,,,,,
,11-00,11.5,242,0.97,4675.68847554026,0,1,83,28,,,,,,,,
,12-00,11.2,237,0.97,4459.6289937025,0,1,83,28,,,,,,,,
,13-00,11.4,216,0.97,4137.05185130088,0,1,72,67,,,,,,,,
,14-00,11.4,218,0.97,4175.35788696107,0,1,72,67,,,,,,,,
,15-00,11.5,208,0.97,4018.77356575361,0,1,72,67,,,,,,,,
,16-00,11.5,219,0.97,4231.30486009635,0,1,69,78,,,,,,,,
,17-00,11.5,207,0.97,3999.45253899518,0,1,69,78,,,,,,,,
,18-00,11.5,38,0.97,734.199016820371,0,1,69,78,,,,,,,,
,19-00,11.6,45,0.97,877.006605904425,0,1,66,86,,,,,,,,
,20-00,11.7,46,0.97,904.224052294563,0,1,66,86,,,,,,,,
,21-00,11.7,40,0.97,786.281784603967,0,1,66,86,,,,,,,,
,22-00,11.7,35,0.97,687.996561528471,0,1,65,92,,,,,,,,
,23-00,11.7,33,0.97,648.682472298273,0,1,65,92,,,,,,,,
,24-00,11.6,31,0.97,604.160106289715,0,1,65,92,,,,,,,,
01/21/2021,01-00,11.6,105,0.95,2004.15598943795,0,1,69,83,,,,,,,,
,02-00,11.6,105,0.95,2004.15598943795,0,1,69,83,,,,,,,,
,03-00,11.6,105,0.95,2004.15598943795,0,1,69,83,,,,,,,,
,04-00,11.6,105,0.95,2004.15598943795,0,1,78,41,,,,,,,,
,05-00,11.2,142,0.95,2616.92092413966,0,1,78,41,,,,,,,,
,06-00,11.3,165,0.95,3067.93829417656,0,1,78,41,,,,,,,,
,07-00,11.5,214,0.95,4049.44818555566,0,1,84,26,,,,,,,,
,08-00,11.4,257,0.95,4820.83433321453,0,1,84,26,,,,,,,,
,09-00,11.4,263,0.95,4933.38299469036,0,1,84,26,,,,,,,,
,10-00,11.5,256,0.95,4844.19969860864,0,1,82,32,,,,,,,,
,11-00,11.7,246,0.95,4735.9292026275,0,1,82,32,,,,,,,,
,12-00,11.8,237,0.95,4601.66062402477,0,1,82,32,,,,,,,,
,13-00,11.8,235,0.95,4562.82804491907,0,1,73,68,,,,,,,,
,14-00,11.8,191,0.95,3708.5113045938,0,1,73,68,,,,,,,,
,15-00,11.8,150,0.95,2912.44343292707,0,1,73,68,,,,,,,,
,16-00,11.8,177,0.95,3436.68325085394,0,1,72,74,,,1,,,,,
,17-00,11.8,172,0.95,3339.6018030897,0,1,72,74,,,1,,,,,
,18-00,11.9,90,0.95,1762.27509416095,0,1,72,74,,,,,,,,
,19-00,11.8,91,0.95,1766.88234930909,0,1,67,88,,,,,,,,
,20-00,11.6,76,0.95,1450.62719235509,0,1,67,88,,,,,,,,
,21-00,11.7,72,0.95,1386.12562028122,0,1,67,88,,,,,,,,
,22-00,11.6,70,0.95,1336.10399295863,0,1,64,80,,,,,,,,
,23-00,11.5,64,0.95,1211.04992465216,0,1,64,80,,,,,,,,
,24-00,11.5,56,0.95,1059.66868407064,0,1,64,80,,,,,,,,
01/22/2021,01-00,11.5,100,0.97,1932.10267584308,0,1,67,88,,,,,,,,
,02-00,11.5,100,0.97,1932.10267584308,0,1,67,88,,,,,,,,
,03-00,11.4,100,0.97,1915.30178300966,0,1,67,88,,,,,,,,
,04-00,11.3,110,0.97,2088.35097919387,0,1,82,34,,,,,,,,
,05-00,11.3,135,0.97,2562.97620173793,0,1,82,34,,,,,,,,
,06-00,11,197,0.97,3640.7534770017,0,1,82,34,,,,,,,,
,07-00,11.2,248,0.97,4666.61599341021,0,1,86,29,,,,,,,,
,08-00,11.2,277,0.97,5212.30899263963,0,1,86,29,,,,,,,,
,09-00,11.2,270,0.97,5080.58999282564,0,1,86,29,,,,,,,,
,10-00,11.4,250,0.97,4788.25445752416,0,1,83,35,,,,,,,,
,11-00,11.8,227,0.97,4500.28715435938,0,1,83,35,,,,,,,,
,12-00,11.5,217,0.97,4192.66280657949,0,1,83,35,,,,,,,,
,13-00,11.5,217,0.97,4192.66280657949,0,1,73,62,,,,,,,,
,14-00,11.5,210,0.97,4057.41561927047,0,1,73,62,,,,,,,,
,15-00,11.6,210,0.97,4092.69749422065,0,1,73,62,,,,,,,,
,16-00,11.6,216,0.97,4209.63170834124,0,1,70,78,,,,,,,,
,17-00,11.6,199,0.97,3878.31810166624,0,1,70,78,,,,,,,,
,18-00,11.8,39,0.97,773.177088193901,0,1,70,78,,,,,,,,
,19-00,11.8,43,0.97,852.477302367635,0,1,67,70,,,,,,,,
,20-00,11.8,42,0.97,832.652248824202,0,1,67,70,,,,,,,,
,21-00,11.8,36,0.97,713.701927563601,0,1,67,70,,,,,,,,
,22-00,11.8,32,0.97,634.401713389868,0,1,65,88,,,,,,,,
,23-00,11.8,32,0.97,634.401713389868,0,1,65,88,,,,,,,,
,24-00,11.6,100,0.97,1948.9035686765,0,1,65,88,,,,,,,,
01/23/2021,01-00,11.6,100,0.96,1928.8117793087,0,1,69,83,,,,,,,,
,02-00,11.5,100,0.96,1912.18409155604,0,1,69,83,,,,,,,,
,03-00,11.5,100,0.96,1912.18409155604,0,1,69,83,,,,,,,,
,04-00,11.3,114,0.96,2141.97873629782,0,1,81,54,,,,,,,,
,05-00,11.2,139,0.96,2588.5984293343,0,1,81,54,,,,,,,,
,06-00,11.5,183,0.96,3499.29688754755,0,1,81,54,,,,,,,,
,07-00,11.5,232,0.96,4436.26709241001,0,1,86,33,,,,,,,,
,08-00,11.3,257,0.96,4828.84680025035,0,1,86,33,,,,,,,,
,09-00,11.5,244,0.96,4665.72918339674,0,1,86,33,,,,,,,,
,10-00,11.5,232,0.96,4436.26709241001,0,1,83,35,,,,,,,,
,11-00,11.6,230,0.96,4436.26709241001,0,1,83,35,,,,,,,,
,12-00,11.6,227,0.96,4378.40273903075,0,1,83,35,1,,,,,,,
,13-00,11.2,228,0.96,4246.04634451957,0,1,75,64,,,,,,,,
,14-00,11.1,255,0.96,4706.46701839076,0,1,75,64,,,,,,,,
,15-00,11.1,252,0.96,4651.0968181744,0,1,75,64,,,,,,,,
,16-00,11.6,216,0.96,4166.2334433068,0,1,71,80,1,,,,,,,
,17-00,11.8,212,0.96,4159.58236820573,0,1,71,80,,,,,,,,
,18-00,11.9,216,0.96,4273.98085994404,0,1,71,80,,,,,,,,
,19-00,12,56,0.96,1117.38061697883,0,1,67,88,,,,,,,,
,20-00,12,48,0.96,957.754814553286,0,1,67,88,,,,,,,,
,21-00,12,44,0.96,877.941913340513,0,1,67,88,,,,,,,,
,22-00,12,37,0.96,738.269336218158,0,1,66,90,,,,,,,,
,23-00,12,32,0.96,638.503209702191,0,1,66,90,,,,,,,,
,24-00,11.9,102,0.96,2018.26873941802,0,1,66,90,,,,,,,,
01/24/2021,01-00,11.9,102,0.98,2060.31600482256,1,1,69,91,,,,,,,,
,02-00,11.9,102,0.98,2060.31600482256,1,1,69,91,,,,,,,,
,03-00,11.9,102,0.98,2060.31600482256,1,1,69,91,,,,,,,,
,04-00,11.6,120,0.98,2362.79442965316,1,1,82,37,,,,,,,,
,05-00,11.3,146,0.98,2800.38667388059,1,1,82,37,,,,,,,,
,06-00,11.3,171,0.98,3279.90493995603,1,1,82,37,,,,,,,,
,07-00,11.5,252,0.98,4919.09357552791,1,1,87,27,,,,,,,,
,08-00,11.4,280,0.98,5418.13205420466,1,1,87,27,,,,,,,,
,09-00,11.8,264,0.98,5287.7709822238,1,1,87,27,,,,,,,,
,10-00,11.9,246,0.98,4968.99742339559,1,1,85,30,,,,,,,,
,11-00,11.6,248,0.98,4883.10848794986,1,1,85,30,,,,,,,,
,12-00,11.8,223,0.98,4466.56412513601,1,1,85,30,,,,,,,,
,13-00,11.4,211,0.98,4082.94951227565,1,1,75,69,,,,,,,,
,14-00,11.6,196,0.98,3859.23090176683,1,1,75,69,,,,,,,,
,15-00,11.6,187,0.98,3682.02131954284,1,1,75,69,,,,,,,,
,16-00,11.6,198,0.98,3898.61080892771,1,1,72,76,,,,,,,,
,17-00,11.8,163,0.98,3264.79799281242,1,1,72,76,,,,,,,,
,18-00,11.8,34,0.98,681.000808316701,1,1,72,76,,,,,,,,
,19-00,11.8,52,0.98,1041.53064801378,1,1,69,85,,,,,,,,
,20-00,11.8,48,0.98,961.412905858872,1,1,69,85,,,,,,,,
,21-00,11.8,46,0.98,921.354034781419,1,1,69,85,,,,,,,,
,22-00,11.8,40,0.98,801.17742154906,1,1,68,88,,,,,,,,
,23-00,11.8,34,0.98,681.000808316701,1,1,68,88,,,,,,,,
,24-00,11.8,88,0.98,1762.59032740793,1,1,68,88,,,,,,,,
01/25/2021,01-00,11.8,88,0.96,1726.61909623634,0,1,70,91,,,,,,,,
,02-00,11.8,88,0.96,1726.61909623634,0,1,70,91,,,,,,,,
,03-00,11.8,88,0.96,1726.61909623634,0,1,70,91,,,,,,,,
,04-00,11.5,112,0.96,2141.64618254277,0,1,83,46,,,,,,,,
,05-00,11.3,136,0.96,2555.34305382898,0,1,83,46,,,,,,,,
,06-00,11.6,158,0.96,3047.52261130775,0,1,83,46,,,,,,,,
,07-00,11.3,220,0.96,4133.64317531158,0,1,89,30,,,,,,,,
,08-00,11.8,259,0.96,5081.75393096832,0,1,89,30,,,,,,,,
,09-00,11.7,243,0.96,4727.41790495911,0,1,89,30,,,,,,,,
,10-00,11.7,249,0.96,4844.14427298279,0,1,86,33,,,,,,,,
,11-00,11.8,254,0.96,4983.65057322762,0,1,86,33,,,,,,,,
,12-00,11.8,236,0.96,4630.4784853611,0,1,86,33,,,,,,,,
,13-00,11.6,236,0.96,4551.99579916854,0,1,78,60,,,,,,,,
,14-00,11.7,230,0.96,4474.51077424113,0,1,78,60,,,,,,,,
,15-00,11.7,220,0.96,4279.966827535,0,1,78,60,,,,,,,,
,16-00,11.7,216,0.96,4202.14924885254,0,1,73,73,,,,,,,,
,17-00,11.8,190,0.96,3727.92759414665,0,1,73,73,,,,,,,,
,18-00,11.8,44,0.96,863.309548118171,0,1,73,73,,,,,,,,
,19-00,11.8,47,0.96,922.171562762591,0,1,69,83,,,,,,,,
,20-00,11.8,44,0.96,863.309548118171,0,1,69,83,,,,,,,,
,21-00,11.8,43,0.96,843.68887657003,0,1,69,83,,,,,,,,
,22-00,11.8,35,0.96,686.723504184908,0,1,68,88,,,,,,,,
,23-00,11.8,35,0.96,686.723504184908,0,1,68,88,,,,,,,,
,24-00,11.8,34,0.96,667.102832636768,0,1,68,88,,,,,,,,
01/26/2021,01-00,11.7,111,0.97,2181.93195227601,0,1,71,89,,,,,,,,
,02-00,11.7,111,0.97,2181.93195227601,0,1,71,89,,,,,,,,
,03-00,11.7,111,0.97,2181.93195227601,0,1,71,89,,,,,,,,
,04-00,11.6,111,0.97,2163.28296123092,0,1,81,40,,,,,,,,
,05-00,11.5,238,0.97,4598.40436850654,0,1,81,40,,,,,,,,
,06-00,11.2,178,0.97,3349.42599527023,0,1,81,40,,,,,,,,
,07-00,11.2,230,0.97,4327.90999388851,0,1,87,24,,,,,,,,
,08-00,11.3,282,0.97,5353.77251029702,0,1,87,24,,,,,,,,
,09-00,11.1,294,0.97,5482.80336725767,0,1,87,24,,,,,,,,
,10-00,11.3,274,0.97,5201.89243908292,0,1,85,30,,,,,,,,
,11-00,11.6,257,0.97,5008.68217149861,0,1,85,30,,,,,,,,
,12-00,11.7,253,0.97,4973.23228762009,0,1,85,30,,,,,,,,
,13-00,11.8,230,0.97,4559.76231498967,0,1,75,67,,,,,,,,
,14-00,11.6,228,0.97,4443.50013658242,0,1,75,67,,,,,,,,
,15-00,11.7,222,0.97,4363.86390455202,0,1,75,67,,,,,,,,
,16-00,11.7,218,0.97,4285.23572609162,0,1,72,74,,,,,,,,
,17-00,11.6,200,0.97,3897.807137353,0,1,72,74,1,,,,,,,
,18-00,11.8,210,0.97,4163.26124412101,0,1,72,74,,,,,,,,
,19-00,11.8,49,0.97,971.427623628235,0,1,71,85,,,,,,,,
,20-00,11.6,50,0.97,974.45178433825,0,1,71,85,,,,,,,,
,21-00,11.7,48,0.97,943.538141524761,0,1,71,85,,,,,,,,
,22-00,11.8,40,0.97,793.002141737335,0,1,67,90,,,,,,,,
,23-00,11.8,36,0.97,713.701927563601,0,1,67,90,,,,,,,,
,24-00,11.6,110,0.97,2143.79392554415,0,1,67,90,,,,,,,,
01/27/2021,01-00,11.8,110,0.97,2180.75588977767,0,1,71,91,,,,,,,,
,02-00,11.8,110,0.97,2180.75588977767,0,1,71,91,,,,,,,,
,03-00,11.7,111,0.97,2181.93195227601,0,1,71,91,,,,,,,,
,04-00,11.6,112,0.97,2182.77199691768,0,1,80,45,,,,,,,,
,05-00,11.6,140,0.97,2728.4649961471,0,1,80,45,,,,,,,,
,06-00,11.5,180,0.97,3477.78481651755,0,1,80,45,,,,,,,,
,07-00,11.6,242,0.97,4716.34663619713,0,1,85,32,,,,,,,,
,08-00,11.3,272,0.97,5163.92242127939,0,1,85,32,,,,,,,,
,09-00,11.3,290,0.97,5505.65258151111,0,1,85,32,,,,,,,,
,10-00,11.5,272,0.97,5255.31927829319,0,1,82,35,,,,,,,,
,11-00,11.6,255,0.97,4969.70410012508,0,1,82,35,,,,,,,,
,12-00,11.8,209,0.97,4143.43619057757,0,1,82,35,,,,,,,,
,13-00,11.8,213,0.97,4222.73640475131,0,1,75,60,,,,,,,,
,14-00,11.2,220,0.97,4139.73999415422,0,1,75,60,,,,,,,,
,15-00,11.2,234,0.97,4403.17799378222,0,1,75,60,,,,,,,,
,16-00,11.4,235,0.97,4500.95919007271,0,1,73,74,,,,,1,,,
,17-00,11.4,211,0.97,4041.28676215039,0,1,73,74,,,,,,,,
,18-00,11.6,38,0.97,740.58335609707,0,1,73,74,,,,,,,,
,19-00,11.6,48,0.97,935.47371296472,0,1,70,85,,,,,,,,
,20-00,11.7,48,0.97,943.538141524761,0,1,70,85,,,,,,,,
,21-00,11.7,48,0.97,943.538141524761,0,1,70,85,,,,,,,,
,22-00,11.7,40,0.97,786.281784603967,0,1,70,89,,,,,,,,
,23-00,11.7,36,0.97,707.653606143571,0,1,70,89,,,,,,,,
,24-00,11.6,34,0.97,662.62721335001,0,1,70,89,,,,,,,,
01/28/2021,01-00,11.6,106,0.97,2065.83778279709,0,1,73,81,,,,,,,,
,02-00,11.6,106,0.97,2065.83778279709,0,1,73,81,,,,,,,,
,03-00,11.6,106,0.97,2065.83778279709,0,1,73,81,,,,,,,,
,04-00,11.6,106,0.97,2065.83778279709,0,1,81,48,,,,,,,,
,05-00,11.3,157,0.97,2980.64639757671,0,1,81,48,,,,,,,,
,06-00,11.8,170,0.97,3370.25910238367,0,1,81,48,,,,,,,,
,07-00,11.4,225,0.97,4309.42901177175,0,1,86,37,,,,,,,,
,08-00,11.5,269,0.97,5197.35619801789,0,1,86,37,,,,,,,,
,09-00,11.4,287,0.97,5496.91611723774,0,1,86,37,,,,,,,,
,10-00,11.7,253,0.97,4973.23228762009,0,1,82,41,,,,,,,,
,11-00,11.8,248,0.97,4916.61327877148,0,1,82,41,,,,,,,,
,12-00,11.6,231,0.97,4501.96724364272,0,1,82,41,,,,,,,,
,13-00,11.6,213,0.97,4151.16460128095,0,1,76,69,,,,,,,,
,14-00,11.6,214,0.97,4170.65363696771,0,1,76,69,,,,,,,,
,15-00,11.5,212,0.97,4096.05767278734,0,1,76,69,,,,,,,,
,16-00,11.5,209,0.97,4038.09459251204,0,1,73,76,,,,,,,,
,17-00,11.8,205,0.97,4064.13597640384,0,1,73,76,,,,,,,,
,18-00,11.6,40,0.97,779.5614274706,0,1,73,76,,,,,,,,
,19-00,11.6,49,0.97,954.962748651485,0,1,72,84,,,,,,,,
,20-00,11.7,50,0.97,982.852230754959,0,1,72,84,,,,,,,,
,21-00,11.8,46,0.97,911.952462997935,0,1,72,84,,,,,,,,
,22-00,11.8,40,0.97,793.002141737335,0,1,68,88,,,,,,,,
,23-00,11.8,36,0.97,713.701927563601,0,1,68,88,,,,,,,,
,24-00,11.7,100,0.97,1965.70446150992,0,1,68,88,,,,,,,,
01/29/2021,01-00,11.6,100,0.97,1948.9035686765,0,1,71,91,,,,,,,,
,02-00,11.6,100,0.97,1948.9035686765,0,1,71,91,,,,,,,,
,03-00,11.6,102,0.97,1987.88164005003,0,1,71,91,,,,,,,,
,04-00,11.5,110,0.97,2125.31294342739,0,1,80,59,,,,,,,,
,05-00,11.3,152,0.97,2885.72135306789,0,1,80,59,,,,,,,,
,06-00,11.2,190,0.97,3575.22999495137,0,1,80,59,,,,,,,,
,07-00,11.6,245,0.97,4774.81374325743,0,1,85,36,,,,,,,,
,08-00,11.6,267,0.97,5203.57252836626,0,1,85,36,,,,,,,,
,09-00,11.6,264,0.97,5145.10542130596,0,1,85,36,,,,,,,,
,10-00,11.6,248,0.97,4833.28085031772,0,1,84,33,1,,,,,,,
,11-00,11.8,240,0.97,4758.01285042401,0,1,84,33,,,,,,,,
,12-00,11.8,250,0.97,4956.26338585834,0,1,84,33,,,,,,,,
,13-00,11.5,230,0.97,4443.83615443909,0,1,76,67,,,,,,,,
,14-00,11.6,219,0.97,4268.09881540154,0,1,76,67,,1,,,,,,
,15-00,11.6,214,0.97,4170.65363696771,0,1,76,67,,,,,,,,
,16-00,11.6,220,0.97,4287.5878510883,0,1,73,79,,,,,,,,
,17-00,11.7,211,0.97,4147.63641378593,0,1,73,79,,,,,,,,
,18-00,11.5,35,0.97,676.235936545079,0,1,73,79,,,,,,,,
,19-00,11.7,49,0.97,963.19518613986,0,1,70,87,,,,,,,,
,20-00,11.7,49,0.97,963.19518613986,0,1,70,87,,,,,,,,
,21-00,11.7,46,0.97,904.224052294563,0,1,70,87,,,,,,,,
,22-00,11.7,40,0.97,786.281784603967,0,1,70,89,,,,,,,,
,23-00,11.7,34,0.97,668.339516913372,0,1,70,89,,,,,,,,
,24-00,11.7,103,0.97,2024.67559535522,0,1,70,89,,,,,,,,
01/30/2021,01-00,11.7,103,0.97,2024.67559535522,0,1,70,62,,,,,,,,
,02-00,11.7,103,0.97,2024.67559535522,0,1,70,62,,,,,,,,
,03-00,11.7,103,0.97,2024.67559535522,0,1,70,62,,,,,,,,
,04-00,11.5,110,0.97,2125.31294342739,0,1,77,34,,,,,,,,
,05-00,11.3,152,0.97,2885.72135306789,0,1,77,34,,,,,,,,
,06-00,11.6,160,0.97,3118.2457098824,0,1,77,34,,,,,,,,
,07-00,11.9,208,0.97,4158.55699412765,0,1,83,32,,,,,,,,
,08-00,11.6,238,0.97,4638.39049345007,0,1,83,32,,,,,,,,
,09-00,11.5,240,0.97,4637.0464220234,0,1,83,32,,,,,,,,
,10-00,11.5,244,0.97,4714.33052905712,0,1,82,35,,,,,,,,
,11-00,11.5,244,0.97,4714.33052905712,0,1,82,35,,,,,,,,
,12-00,11.4,224,0.97,4290.27599394165,0,1,82,35,,,,,,,,
,13-00,11.4,224,0.97,4290.27599394165,0,1,75,64,,,,,,,,
,14-00,11.5,216,0.97,4173.34177982106,0,1,75,64,,,,,,,,
